turma,aluno_numero,data,status,origem,serie
8°B,7,2026-06-01,P,real,8º ano
8°B,7,2026-06-02,P,real,8º ano
8°B,7,2026-06-03,P,real,8º ano
8°B,7,2026-06-08,P,real,8º ano
8°B,7,2026-06-09,P,real,8º ano
8°B,7,2026-06-10,P,real,8º ano
8°B,7,2026-06-11,P,real,8º ano
8°B,7,2026-06-12,P,real,8º ano
8°B,7,2026-06-15,P,real,8º ano
8°B,7,2026-06-16,P,real,8º ano
8°B,7,2026-06-17,P,real,8º ano
8°B,7,2026-06-18,P,real,8º ano
8°B,7,2026-06-19,F,real,8º ano
8°B,7,2026-06-22,P,real,8º ano
8°B,7,2026-06-23,P,real,8º ano
8°B,7,2026-06-24,P,real,8º ano
8°B,7,2026-06-25,P,real,8º ano
8°B,7,2026-06-26,P,real,8º ano
8°B,7,2026-06-29,P,real,8º ano
8°B,7,2026-06-30,P,real,8º ano
8°B,7,2026-07-01,P,real,8º ano
8°B,7,2026-07-02,P,real,8º ano
8°B,7,2026-07-03,P,real,8º ano
8°B,7,2026-07-28,P,real,8º ano
8°B,7,2026-07-29,P,real,8º ano
8°B,7,2026-07-30,P,real,8º ano
8°B,7,2026-07-31,P,real,8º ano
8°B,7,2026-08-03,P,real,8º ano
8°B,7,2026-08-10,P,real,8º ano
8°B,7,2026-08-12,P,real,8º ano
8°B,7,2026-08-14,P,real,8º ano
8°B,7,2026-08-17,P,real,8º ano
8°B,7,2026-08-18,P,real,8º ano
8°B,7,2026-08-19,P,real,8º ano
8°B,7,2026-08-20,P,real,8º ano
8°B,7,2026-08-21,P,real,8º ano
8°B,7,2026-08-24,P,real,8º ano
8°B,7,2026-08-27,P,real,8º ano
8°B,7,2026-08-28,P,real,8º ano
8°B,7,2026-08-31,F,real,8º ano
8°B,8,2026-05-04,F,real,8º ano
8°B,8,2026-05-05,P,real,8º ano
8°B,8,2026-05-06,P,real,8º ano
8°B,8,2026-05-07,P,real,8º ano
8°B,8,2026-05-08,P,real,8º ano
8°B,8,2026-05-11,P,real,8º ano
8°B,8,2026-05-12,P,real,8º ano
8°B,8,2026-05-13,P,real,8º ano
8°B,8,2026-05-14,P,real,8º ano
8°B,8,2026-05-15,P,real,8º ano
8°B,8,2026-05-18,P,real,8º ano
8°B,8,2026-05-19,P,real,8º ano
8°B,8,2026-05-20,P,real,8º ano
8°B,8,2026-05-21,F,real,8º ano
8°B,8,2026-05-22,P,real,8º ano
8°B,8,2026-05-25,P,real,8º ano
8°B,8,2026-05-26,P,real,8º ano
8°B,8,2026-05-27,P,real,8º ano
8°B,8,2026-05-28,P,real,8º ano
8°B,8,2026-05-29,P,real,8º ano
8°B,8,2026-06-01,P,real,8º ano
8°B,8,2026-06-02,P,real,8º ano
8°B,8,2026-06-03,P,real,8º ano
8°B,8,2026-06-08,P,real,8º ano
8°B,8,2026-06-09,P,real,8º ano
8°B,8,2026-06-10,P,real,8º ano
8°B,8,2026-06-11,P,real,8º ano
8°B,8,2026-06-12,P,real,8º ano
8°B,8,2026-06-15,P,real,8º ano
8°B,8,2026-06-16,F,real,8º ano
8°B,8,2026-06-17,P,real,8º ano
8°B,8,2026-06-18,P,real,8º ano
8°B,8,2026-06-19,P,real,8º ano
8°B,8,2026-06-22,P,real,8º ano
8°B,8,2026-06-23,P,real,8º ano
8°B,8,2026-06-24,P,real,8º ano
8°B,8,2026-06-25,P,real,8º ano
8°B,8,2026-06-26,F,real,8º ano
8°B,8,2026-06-29,P,real,8º ano
8°B,8,2026-06-30,F,real,8º ano
8°B,8,2026-07-01,P,real,8º ano
8°B,8,2026-07-02,F,real,8º ano
8°B,8,2026-07-03,P,real,8º ano
8°B,8,2026-07-28,P,real,8º ano
8°B,8,2026-07-29,P,real,8º ano
8°B,8,2026-07-30,F,real,8º ano
8°B,8,2026-07-31,P,real,8º ano
8°B,8,2026-08-03,P,real,8º ano
8°B,8,2026-08-10,P,real,8º ano
8°B,8,2026-08-12,P,real,8º ano
8°B,8,2026-08-14,P,real,8º ano
8°B,8,2026-08-17,P,real,8º ano
8°B,8,2026-08-18,P,real,8º ano
8°B,8,2026-08-19,P,real,8º ano
8°B,8,2026-08-20,P,real,8º ano
8°B,8,2026-08-21,P,real,8º ano
8°B,8,2026-08-24,P,real,8º ano
8°B,8,2026-08-27,P,real,8º ano
8°B,8,2026-08-28,P,real,8º ano
8°B,8,2026-08-31,F,real,8º ano
8°B,9,2026-05-04,P,real,8º ano
8°B,9,2026-05-05,P,real,8º ano
8°B,9,2026-05-06,P,real,8º ano
8°B,9,2026-05-07,P,real,8º ano
8°B,9,2026-05-08,P,real,8º ano
8°B,9,2026-05-11,P,real,8º ano
8°B,9,2026-05-12,P,real,8º ano
8°B,9,2026-05-13,P,real,8º ano
8°B,9,2026-05-14,P,real,8º ano
8°B,9,2026-05-15,P,real,8º ano
8°B,9,2026-05-18,P,real,8º ano
8°B,9,2026-05-19,P,real,8º ano
8°B,9,2026-05-20,P,real,8º ano
8°B,9,2026-05-21,P,real,8º ano
8°B,9,2026-05-22,P,real,8º ano
8°B,9,2026-05-25,P,real,8º ano
8°B,9,2026-05-26,P,real,8º ano
8°B,9,2026-05-27,P,real,8º ano
8°B,9,2026-05-28,P,real,8º ano
8°B,9,2026-05-29,P,real,8º ano
8°B,9,2026-06-01,P,real,8º ano
8°B,9,2026-06-02,P,real,8º ano
8°B,9,2026-06-03,P,real,8º ano
8°B,9,2026-06-08,P,real,8º ano
8°B,9,2026-06-09,P,real,8º ano
8°B,9,2026-06-10,P,real,8º ano
8°B,9,2026-06-11,P,real,8º ano
8°B,9,2026-06-12,P,real,8º ano
8°B,9,2026-06-15,P,real,8º ano
8°B,9,2026-06-16,P,real,8º ano
8°B,9,2026-06-17,P,real,8º ano
8°B,9,2026-06-18,P,real,8º ano
8°B,9,2026-06-19,P,real,8º ano
8°B,9,2026-06-22,P,real,8º ano
8°B,9,2026-06-23,P,real,8º ano
8°B,9,2026-06-24,P,real,8º ano
8°B,9,2026-06-25,P,real,8º ano
8°B,9,2026-06-26,P,real,8º ano
8°B,9,2026-06-29,P,real,8º ano
8°B,9,2026-06-30,P,real,8º ano
8°B,9,2026-07-01,P,real,8º ano
8°B,9,2026-07-02,P,real,8º ano
8°B,9,2026-07-03,P,real,8º ano
8°B,9,2026-07-28,P,real,8º ano
8°B,9,2026-07-29,P,real,8º ano
8°B,9,2026-07-30,P,real,8º ano
8°B,9,2026-07-31,P,real,8º ano
8°B,9,2026-08-03,P,real,8º ano
8°B,9,2026-08-10,P,real,8º ano
8°B,9,2026-08-12,P,real,8º ano
8°B,9,2026-08-14,F,real,8º ano
8°B,9,2026-08-17,P,real,8º ano
8°B,9,2026-08-18,P,real,8º ano
8°B,9,2026-08-19,F,real,8º ano
8°B,9,2026-08-20,P,real,8º ano
8°B,9,2026-08-21,P,real,8º ano
8°B,9,2026-08-24,P,real,8º ano
8°B,9,2026-08-27,P,real,8º ano
8°B,9,2026-08-28,P,real,8º ano
8°B,9,2026-08-31,P,real,8º ano
8°B,10,2026-05-04,P,real,8º ano
8°B,10,2026-05-05,P,real,8º ano
8°B,10,2026-05-06,F,real,8º ano
8°B,10,2026-05-07,P,real,8º ano
8°B,10,2026-05-08,F,real,8º ano
8°B,10,2026-05-11,P,real,8º ano
8°B,10,2026-05-12,P,real,8º ano
8°B,10,2026-05-13,F,real,8º ano
8°B,10,2026-05-14,P,real,8º ano
8°B,10,2026-05-15,P,real,8º ano
8°B,10,2026-05-18,P,real,8º ano
8°B,10,2026-05-19,P,real,8º ano
8°B,10,2026-05-20,P,real,8º ano
8°B,10,2026-05-21,P,real,8º ano
8°B,10,2026-05-22,F,real,8º ano
8°B,10,2026-05-25,P,real,8º ano
8°B,10,2026-05-26,P,real,8º ano
8°B,10,2026-05-27,P,real,8º ano
8°B,10,2026-05-28,P,real,8º ano
8°B,10,2026-05-29,P,real,8º ano
8°B,10,2026-06-01,F,real,8º ano
8°B,10,2026-06-02,F,real,8º ano
8°B,10,2026-06-03,P,real,8º ano
8°B,10,2026-06-08,F,real,8º ano
8°B,10,2026-06-09,P,real,8º ano
8°B,10,2026-06-10,P,real,8º ano
8°B,10,2026-06-11,P,real,8º ano
8°B,10,2026-06-12,P,real,8º ano
8°B,10,2026-06-15,P,real,8º ano
8°B,10,2026-06-16,P,real,8º ano
8°B,10,2026-06-17,P,real,8º ano
8°B,10,2026-06-18,P,real,8º ano
8°B,10,2026-06-19,P,real,8º ano
8°B,10,2026-06-22,P,real,8º ano
8°B,10,2026-06-23,P,real,8º ano
8°B,10,2026-06-24,P,real,8º ano
8°B,10,2026-06-25,P,real,8º ano
8°B,10,2026-06-26,P,real,8º ano
8°B,10,2026-06-29,P,real,8º ano
8°B,10,2026-06-30,P,real,8º ano
8°B,10,2026-07-01,P,real,8º ano
8°B,10,2026-07-02,P,real,8º ano
8°B,10,2026-07-03,P,real,8º ano
8°B,10,2026-07-28,P,real,8º ano
8°B,10,2026-07-29,P,real,8º ano
8°B,10,2026-07-30,P,real,8º ano
8°B,10,2026-07-31,F,real,8º ano
8°B,10,2026-08-03,P,real,8º ano
8°B,10,2026-08-10,P,real,8º ano
8°B,10,2026-08-12,F,real,8º ano
8°B,10,2026-08-14,F,real,8º ano
8°B,10,2026-08-17,P,real,8º ano
8°B,10,2026-08-18,P,real,8º ano
8°B,10,2026-08-19,P,real,8º ano
8°B,10,2026-08-20,P,real,8º ano
8°B,10,2026-08-21,F,real,8º ano
8°B,10,2026-08-24,P,real,8º ano
8°B,10,2026-08-27,P,real,8º ano
8°B,10,2026-08-28,F,real,8º ano
8°B,10,2026-08-31,P,real,8º ano
8°B,11,2026-05-04,P,real,8º ano
8°B,11,2026-05-05,P,real,8º ano
8°B,11,2026-05-06,F,real,8º ano
8°B,11,2026-05-07,P,real,8º ano
8°B,11,2026-05-08,P,real,8º ano
8°B,11,2026-05-11,P,real,8º ano
8°B,11,2026-05-12,P,real,8º ano
8°B,11,2026-05-13,P,real,8º ano
8°B,11,2026-05-14,P,real,8º ano
8°B,11,2026-05-15,P,real,8º ano
8°B,11,2026-05-18,P,real,8º ano
8°B,11,2026-05-19,P,real,8º ano
8°B,11,2026-05-20,P,real,8º ano
8°B,11,2026-05-21,P,real,8º ano
8°B,11,2026-05-22,P,real,8º ano
8°B,11,2026-05-25,P,real,8º ano
8°B,11,2026-05-26,P,real,8º ano
8°B,11,2026-05-27,P,real,8º ano
8°B,11,2026-05-28,P,real,8º ano
8°B,11,2026-05-29,P,real,8º ano
8°B,11,2026-06-01,P,real,8º ano
8°B,11,2026-06-02,P,real,8º ano
8°B,11,2026-06-03,P,real,8º ano
8°B,11,2026-06-08,F,real,8º ano
8°B,11,2026-06-09,P,real,8º ano
8°B,11,2026-06-10,P,real,8º ano
8°B,11,2026-06-11,P,real,8º ano
8°B,11,2026-06-12,P,real,8º ano
8°B,11,2026-06-15,P,real,8º ano
8°B,11,2026-06-16,P,real,8º ano
8°B,11,2026-06-17,P,real,8º ano
8°B,11,2026-06-18,P,real,8º ano
8°B,11,2026-06-19,P,real,8º ano
8°B,11,2026-06-22,P,real,8º ano
8°B,11,2026-06-23,P,real,8º ano
8°B,11,2026-06-24,F,real,8º ano
8°B,11,2026-06-25,P,real,8º ano
8°B,11,2026-06-26,P,real,8º ano
8°B,11,2026-06-29,P,real,8º ano
8°B,11,2026-06-30,P,real,8º ano
8°B,11,2026-07-01,P,real,8º ano
8°B,11,2026-07-02,P,real,8º ano
8°B,11,2026-07-03,P,real,8º ano
8°B,11,2026-07-28,P,real,8º ano
8°B,11,2026-07-29,P,real,8º ano
8°B,11,2026-07-30,P,real,8º ano
8°B,11,2026-07-31,P,real,8º ano
8°B,11,2026-08-03,P,real,8º ano
8°B,11,2026-08-10,P,real,8º ano
8°B,11,2026-08-12,P,real,8º ano
8°B,11,2026-08-14,P,real,8º ano
8°B,11,2026-08-17,P,real,8º ano
8°B,11,2026-08-18,P,real,8º ano
8°B,11,2026-08-19,P,real,8º ano
8°B,11,2026-08-20,P,real,8º ano
8°B,11,2026-08-21,P,real,8º ano
8°B,11,2026-08-24,P,real,8º ano
8°B,11,2026-08-27,P,real,8º ano
8°B,11,2026-08-28,F,real,8º ano
8°B,11,2026-08-31,P,real,8º ano
8°B,12,2026-05-04,F,real,8º ano
8°B,12,2026-05-05,P,real,8º ano
8°B,12,2026-05-06,P,real,8º ano
8°B,12,2026-05-07,P,real,8º ano
8°B,12,2026-05-08,F,real,8º ano
8°B,12,2026-05-11,P,real,8º ano
8°B,12,2026-05-12,P,real,8º ano
8°B,12,2026-05-13,P,real,8º ano
8°B,12,2026-05-14,F,real,8º ano
8°B,12,2026-05-15,F,real,8º ano
8°B,12,2026-05-18,P,real,8º ano
8°B,12,2026-05-19,P,real,8º ano
8°B,12,2026-05-20,P,real,8º ano
8°B,12,2026-05-21,P,real,8º ano
8°B,12,2026-05-22,P,real,8º ano
8°B,12,2026-05-25,P,real,8º ano
8°B,12,2026-05-26,P,real,8º ano
8°B,12,2026-05-27,P,real,8º ano
8°B,12,2026-05-28,P,real,8º ano
8°B,12,2026-05-29,P,real,8º ano
8°B,12,2026-06-01,P,real,8º ano
8°B,12,2026-06-02,P,real,8º ano
8°B,12,2026-06-03,P,real,8º ano
8°B,12,2026-06-08,P,real,8º ano
8°B,12,2026-06-09,F,real,8º ano
8°B,12,2026-06-10,P,real,8º ano
8°B,12,2026-06-11,P,real,8º ano
8°B,12,2026-06-12,P,real,8º ano
8°B,12,2026-06-15,P,real,8º ano
8°B,12,2026-06-16,P,real,8º ano
8°B,12,2026-06-17,P,real,8º ano
8°B,12,2026-06-18,F,real,8º ano
8°B,12,2026-06-19,P,real,8º ano
8°B,12,2026-06-22,F,real,8º ano
8°B,12,2026-06-23,P,real,8º ano
8°B,12,2026-06-24,F,real,8º ano
8°B,12,2026-06-25,P,real,8º ano
8°B,12,2026-06-26,P,real,8º ano
8°B,12,2026-06-29,F,real,8º ano
8°B,12,2026-06-30,-,real,8º ano
8°B,12,2026-07-01,-,real,8º ano
8°B,12,2026-07-02,-,real,8º ano
8°B,12,2026-07-03,P,real,8º ano
8°B,12,2026-07-28,F,real,8º ano
8°B,12,2026-07-29,F,real,8º ano
8°B,12,2026-07-30,F,real,8º ano
8°B,12,2026-08-04,-,real,8º ano
8°B,12,2026-08-05,-,real,8º ano
8°B,12,2026-08-06,-,real,8º ano
8°B,12,2026-08-07,-,real,8º ano
8°B,12,2026-08-10,,real,8º ano
8°B,12,2026-08-11,-,real,8º ano
8°B,12,2026-08-12,,real,8º ano
8°B,12,2026-08-13,-,real,8º ano
8°B,12,2026-08-14,,real,8º ano
8°B,12,2026-08-17,,real,8º ano
8°B,12,2026-08-18,-,real,8º ano
8°B,12,2026-08-19,,real,8º ano
8°B,12,2026-08-20,-,real,8º ano
8°B,12,2026-08-21,,real,8º ano
8°B,12,2026-08-22,-,real,8º ano
8°B,12,2026-08-24,-,real,8º ano
8°B,12,2026-08-25,-,real,8º ano
8°B,12,2026-08-26,-,real,8º ano
8°B,12,2026-08-27,-,real,8º ano
8°B,12,2026-08-28,,real,8º ano
8°B,12,2026-08-31,,real,8º ano
8°B,13,2026-05-04,-,real,8º ano
8°B,13,2026-05-05,-,real,8º ano
8°B,13,2026-05-06,-,real,8º ano
8°B,13,2026-05-07,-,real,8º ano
8°B,13,2026-05-08,-,real,8º ano
8°B,13,2026-05-11,-,real,8º ano
8°B,13,2026-05-12,-,real,8º ano
8°B,13,2026-05-13,-,real,8º ano
8°B,13,2026-05-14,-,real,8º ano
8°B,13,2026-05-15,-,real,8º ano
8°B,13,2026-05-19,-,real,8º ano
8°B,13,2026-05-20,-,real,8º ano
8°B,13,2026-05-21,-,real,8º ano
8°B,13,2026-05-22,-,real,8º ano
8°B,13,2026-05-26,-,real,8º ano
8°B,13,2026-05-27,-,real,8º ano
8°B,13,2026-05-28,-,real,8º ano
8°B,13,2026-06-03,-,real,8º ano
8°B,13,2026-07-01,-,real,8º ano
8°B,13,2026-07-29,-,real,8º ano
8°B,13,2026-08-10,,real,8º ano
8°B,13,2026-08-12,,real,8º ano
8°B,13,2026-08-14,,real,8º ano
8°B,13,2026-08-17,,real,8º ano
8°B,13,2026-08-19,,real,8º ano
8°B,13,2026-08-21,,real,8º ano
8°B,13,2026-08-28,,real,8º ano
8°B,13,2026-08-31,,real,8º ano
8°B,14,2026-05-04,P,real,8º ano
8°B,14,2026-05-05,F,real,8º ano
8°B,14,2026-05-06,F,real,8º ano
8°B,14,2026-05-07,F,real,8º ano
8°B,14,2026-05-08,F,real,8º ano
8°B,14,2026-05-11,F,real,8º ano
8°B,14,2026-05-12,P,real,8º ano
8°B,14,2026-05-13,P,real,8º ano
8°B,14,2026-05-14,P,real,8º ano
8°B,14,2026-05-15,P,real,8º ano
8°B,14,2026-05-18,P,real,8º ano
8°B,14,2026-05-19,F,real,8º ano
8°B,14,2026-05-20,P,real,8º ano
8°B,14,2026-05-21,P,real,8º ano
8°B,14,2026-05-22,F,real,8º ano
8°B,14,2026-05-25,P,real,8º ano
8°B,14,2026-05-26,P,real,8º ano
8°B,14,2026-05-27,P,real,8º ano
8°B,14,2026-05-28,P,real,8º ano
8°B,14,2026-05-29,P,real,8º ano
8°B,14,2026-06-01,P,real,8º ano
8°B,14,2026-06-02,P,real,8º ano
8°B,14,2026-06-03,F,real,8º ano
8°B,14,2026-06-08,F,real,8º ano
8°B,14,2026-06-09,P,real,8º ano
8°B,14,2026-06-10,P,real,8º ano
8°B,14,2026-06-11,P,real,8º ano
8°B,14,2026-06-12,F,real,8º ano
8°B,14,2026-06-15,P,real,8º ano
8°B,14,2026-06-16,P,real,8º ano
8°B,14,2026-06-17,F,real,8º ano
8°B,14,2026-06-18,F,real,8º ano
8°B,14,2026-06-19,P,real,8º ano
8°B,14,2026-06-22,F,real,8º ano
8°B,14,2026-06-23,F,real,8º ano
8°B,14,2026-06-24,F,real,8º ano
8°B,14,2026-06-25,P,real,8º ano
8°B,14,2026-06-26,P,real,8º ano
8°B,14,2026-06-29,P,real,8º ano
8°B,14,2026-06-30,P,real,8º ano
8°B,14,2026-07-01,P,real,8º ano
8°B,14,2026-07-02,F,real,8º ano
8°B,14,2026-07-03,F,real,8º ano
8°B,14,2026-07-28,P,real,8º ano
8°B,14,2026-07-29,P,real,8º ano
8°B,14,2026-07-30,F,real,8º ano
8°B,14,2026-07-31,P,real,8º ano
8°B,14,2026-08-03,P,real,8º ano
8°B,14,2026-08-10,P,real,8º ano
8°B,14,2026-08-12,P,real,8º ano
8°B,14,2026-08-14,P,real,8º ano
8°B,14,2026-08-17,P,real,8º ano
8°B,14,2026-08-18,P,real,8º ano
8°B,14,2026-08-19,P,real,8º ano
8°B,14,2026-08-20,P,real,8º ano
8°B,14,2026-08-21,P,real,8º ano
8°B,14,2026-08-24,F,real,8º ano
8°B,14,2026-08-27,F,real,8º ano
8°B,14,2026-08-28,P,real,8º ano
8°B,14,2026-08-31,P,real,8º ano
8°B,15,2026-05-04,P,real,8º ano
8°B,15,2026-05-05,P,real,8º ano
8°B,15,2026-05-06,P,real,8º ano
8°B,15,2026-05-07,F,real,8º ano
8°B,15,2026-05-08,P,real,8º ano
8°B,15,2026-05-11,F,real,8º ano
8°B,15,2026-05-12,P,real,8º ano
8°B,15,2026-05-13,P,real,8º ano
8°B,15,2026-05-14,P,real,8º ano
8°B,15,2026-05-15,P,real,8º ano
8°B,15,2026-05-18,P,real,8º ano
8°B,15,2026-05-19,F,real,8º ano
8°B,15,2026-05-20,P,real,8º ano
8°B,15,2026-05-21,P,real,8º ano
8°B,15,2026-05-22,P,real,8º ano
8°B,15,2026-05-25,P,real,8º ano
8°B,15,2026-05-26,P,real,8º ano
8°B,15,2026-05-27,P,real,8º ano
8°B,15,2026-05-28,P,real,8º ano
8°B,15,2026-05-29,P,real,8º ano
8°B,15,2026-06-01,F,real,8º ano
8°B,15,2026-06-02,P,real,8º ano
8°B,15,2026-06-03,F,real,8º ano
8°B,15,2026-06-08,P,real,8º ano
8°B,15,2026-06-09,P,real,8º ano
8°B,15,2026-06-10,P,real,8º ano
8°B,15,2026-06-11,P,real,8º ano
8°B,15,2026-06-12,F,real,8º ano
8°B,15,2026-06-15,P,real,8º ano
8°B,15,2026-06-16,P,real,8º ano
8°B,15,2026-06-17,P,real,8º ano
8°B,15,2026-06-18,F,real,8º ano
8°B,15,2026-06-19,P,real,8º ano
8°B,15,2026-06-22,P,real,8º ano
8°B,15,2026-06-23,P,real,8º ano
8°B,15,2026-06-24,F,real,8º ano
8°B,15,2026-06-25,P,real,8º ano
8°B,15,2026-06-26,P,real,8º ano
8°B,15,2026-06-29,P,real,8º ano
8°B,15,2026-06-30,F,real,8º ano
8°B,15,2026-07-01,P,real,8º ano
8°B,15,2026-07-02,F,real,8º ano
8°B,15,2026-07-03,P,real,8º ano
8°B,15,2026-07-28,P,real,8º ano
8°B,15,2026-07-29,P,real,8º ano
8°B,15,2026-07-30,P,real,8º ano
8°B,15,2026-07-31,P,real,8º ano
8°B,15,2026-08-03,P,real,8º ano
8°B,15,2026-08-10,F,real,8º ano
8°B,15,2026-08-12,P,real,8º ano
8°B,15,2026-08-14,P,real,8º ano
8°B,15,2026-08-17,P,real,8º ano
8°B,15,2026-08-18,P,real,8º ano
8°B,15,2026-08-19,F,real,8º ano
8°B,15,2026-08-20,P,real,8º ano
8°B,15,2026-08-21,F,real,8º ano
8°B,15,2026-08-24,P,real,8º ano
8°B,15,2026-08-27,P,real,8º ano
8°B,15,2026-08-28,F,real,8º ano
8°B,15,2026-08-31,F,real,8º ano
8°B,16,2026-05-04,F,real,8º ano
8°B,16,2026-05-05,P,real,8º ano
8°B,16,2026-05-06,P,real,8º ano
8°B,16,2026-05-07,P,real,8º ano
8°B,16,2026-05-08,P,real,8º ano
8°B,16,2026-05-11,P,real,8º ano
8°B,16,2026-05-12,P,real,8º ano
8°B,16,2026-05-13,P,real,8º ano
8°B,16,2026-05-14,P,real,8º ano
8°B,16,2026-05-15,P,real,8º ano
8°B,16,2026-05-18,P,real,8º ano
8°B,16,2026-05-19,F,real,8º ano
8°B,16,2026-05-20,P,real,8º ano
8°B,16,2026-05-21,P,real,8º ano
8°B,16,2026-05-22,P,real,8º ano
8°B,16,2026-05-25,P,real,8º ano
8°B,16,2026-05-26,F,real,8º ano
8°B,16,2026-05-27,F,real,8º ano
8°B,16,2026-05-28,P,real,8º ano
8°B,16,2026-05-29,P,real,8º ano
8°B,16,2026-06-01,F,real,8º ano
8°B,16,2026-06-02,F,real,8º ano
8°B,16,2026-06-03,P,real,8º ano
8°B,16,2026-06-08,P,real,8º ano
8°B,16,2026-06-09,F,real,8º ano
8°B,16,2026-06-10,P,real,8º ano
8°B,16,2026-06-11,P,real,8º ano
8°B,16,2026-06-12,F,real,8º ano
8°B,16,2026-06-15,P,real,8º ano
8°B,16,2026-06-16,F,real,8º ano
8°B,16,2026-06-17,P,real,8º ano
8°B,16,2026-06-18,P,real,8º ano
8°B,16,2026-06-19,P,real,8º ano
8°B,16,2026-06-22,P,real,8º ano
8°B,16,2026-06-23,F,real,8º ano
8°B,16,2026-06-24,P,real,8º ano
8°B,16,2026-06-25,F,real,8º ano
8°B,16,2026-06-26,F,real,8º ano
8°B,16,2026-06-29,P,real,8º ano
8°B,16,2026-06-30,F,real,8º ano
8°B,16,2026-07-01,P,real,8º ano
8°B,16,2026-07-02,P,real,8º ano
8°B,16,2026-07-03,F,real,8º ano
8°B,16,2026-07-28,F,real,8º ano
8°B,16,2026-07-29,P,real,8º ano
8°B,16,2026-07-30,F,real,8º ano
8°B,16,2026-07-31,P,real,8º ano
8°B,16,2026-08-03,P,real,8º ano
8°B,16,2026-08-10,P,real,8º ano
8°B,16,2026-08-12,P,real,8º ano
8°B,16,2026-08-14,P,real,8º ano
8°B,16,2026-08-17,P,real,8º ano
8°B,16,2026-08-18,F,real,8º ano
8°B,16,2026-08-19,P,real,8º ano
8°B,16,2026-08-20,P,real,8º ano
8°B,16,2026-08-21,P,real,8º ano
8°B,16,2026-08-24,P,real,8º ano
8°B,16,2026-08-27,F,real,8º ano
8°B,16,2026-08-28,F,real,8º ano
8°B,16,2026-08-31,F,real,8º ano
8°B,17,2026-05-04,F,real,8º ano
8°B,17,2026-05-05,P,real,8º ano
8°B,17,2026-05-06,P,real,8º ano
8°B,17,2026-05-07,F,real,8º ano
8°B,17,2026-05-08,P,real,8º ano
8°B,17,2026-05-11,P,real,8º ano
8°B,17,2026-05-12,P,real,8º ano
8°B,17,2026-05-13,P,real,8º ano
8°B,17,2026-05-14,F,real,8º ano
8°B,17,2026-05-15,P,real,8º ano
8°B,17,2026-05-18,P,real,8º ano
8°B,17,2026-05-19,P,real,8º ano
8°B,17,2026-05-20,F,real,8º ano
8°B,17,2026-05-21,P,real,8º ano
8°B,17,2026-05-22,F,real,8º ano
8°B,17,2026-05-25,P,real,8º ano
8°B,17,2026-05-26,P,real,8º ano
8°B,17,2026-05-27,P,real,8º ano
8°B,17,2026-05-28,P,real,8º ano
8°B,17,2026-05-29,F,real,8º ano
8°B,17,2026-06-01,P,real,8º ano
8°B,17,2026-06-02,P,real,8º ano
8°B,17,2026-06-03,F,real,8º ano
8°B,17,2026-06-08,P,real,8º ano
8°B,17,2026-06-09,P,real,8º ano
8°B,17,2026-06-10,P,real,8º ano
8°B,17,2026-06-11,P,real,8º ano
8°B,17,2026-06-12,P,real,8º ano
8°B,17,2026-06-15,P,real,8º ano
8°B,17,2026-06-16,P,real,8º ano
8°B,17,2026-06-17,F,real,8º ano
8°B,17,2026-06-18,P,real,8º ano
8°B,17,2026-06-19,P,real,8º ano
8°B,17,2026-06-22,P,real,8º ano
8°B,17,2026-06-23,P,real,8º ano
8°B,17,2026-06-24,F,real,8º ano
8°B,17,2026-06-25,P,real,8º ano
8°B,17,2026-06-26,P,real,8º ano
8°B,17,2026-06-29,F,real,8º ano
8°B,17,2026-06-30,P,real,8º ano
8°B,17,2026-07-01,P,real,8º ano
8°B,17,2026-07-02,P,real,8º ano
8°B,17,2026-07-03,F,real,8º ano
8°B,17,2026-07-28,P,real,8º ano
8°B,17,2026-07-29,F,real,8º ano
8°B,17,2026-07-30,P,real,8º ano
8°B,17,2026-07-31,P,real,8º ano
8°B,17,2026-08-03,P,real,8º ano
8°B,17,2026-08-10,P,real,8º ano
8°B,17,2026-08-12,P,real,8º ano
8°B,17,2026-08-14,P,real,8º ano
8°B,17,2026-08-17,P,real,8º ano
8°B,17,2026-08-18,F,real,8º ano
8°B,17,2026-08-19,P,real,8º ano
8°B,17,2026-08-20,P,real,8º ano
8°B,17,2026-08-21,P,real,8º ano
8°B,17,2026-08-24,P,real,8º ano
8°B,17,2026-08-27,F,real,8º ano
8°B,17,2026-08-28,P,real,8º ano
8°B,17,2026-08-31,F,real,8º ano
8°B,18,2026-05-04,-,real,8º ano
8°B,18,2026-05-05,-,real,8º ano
8°B,18,2026-05-06,-,real,8º ano
8°B,18,2026-05-07,-,real,8º ano
8°B,18,2026-05-08,-,real,8º ano
8°B,18,2026-05-11,-,real,8º ano
8°B,18,2026-05-12,-,real,8º ano
8°B,18,2026-05-13,-,real,8º ano
8°B,18,2026-05-14,-,real,8º ano
8°B,18,2026-05-15,-,real,8º ano
8°B,18,2026-05-19,-,real,8º ano
8°B,18,2026-05-20,-,real,8º ano
8°B,18,2026-05-21,-,real,8º ano
8°B,18,2026-05-22,-,real,8º ano
8°B,18,2026-05-26,-,real,8º ano
8°B,18,2026-05-27,-,real,8º ano
8°B,18,2026-05-28,-,real,8º ano
8°B,18,2026-07-01,-,real,8º ano
8°B,18,2026-07-29,-,real,8º ano
8°B,18,2026-08-10,,real,8º ano
8°B,18,2026-08-12,,real,8º ano
