turma,aluno_numero,mes,aulas_previstas,presencas,faltas,frequencia_pct,tem_dados_no_mes,risco_abaixo_75pct,origem,serie
8°A,18,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,18,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°A,18,JULHO,5,3,2,60.0,True,True,real,8º ano
8°A,18,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,19,MAIO,20,19,1,95.0,True,False,real,8º ano
8°A,19,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°A,19,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,19,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,20,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,20,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°A,20,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,20,AGOSTO,14,9,5,64.3,True,True,real,8º ano
8°A,21,MAIO,20,19,1,95.0,True,False,real,8º ano
8°A,21,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°A,21,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,21,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,22,MAIO,20,15,5,75.0,True,False,real,8º ano
8°A,22,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°A,22,JULHO,5,1,4,20.0,True,True,real,8º ano
8°A,22,AGOSTO,14,5,9,35.7,True,True,real,8º ano
8°A,23,MAIO,20,15,5,75.0,True,False,real,8º ano
8°A,23,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°A,23,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,23,AGOSTO,14,11,3,78.6,True,False,real,8º ano
8°A,24,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,24,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°A,24,JULHO,5,0,5,0.0,True,True,real,8º ano
8°A,24,AGOSTO,14,1,13,7.1,True,True,real,8º ano
8°A,25,MAIO,20,14,6,70.0,True,True,real,8º ano
8°A,25,JUNHO,20,7,13,35.0,True,True,real,8º ano
8°A,25,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,25,AGOSTO,3,2,1,66.7,True,True,real,8º ano
8°A,26,MAIO,20,20,0,100.0,True,False,real,8º ano
8°A,26,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°A,26,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,26,AGOSTO,14,14,0,100.0,True,False,real,8º ano
8°A,27,MAIO,20,12,8,60.0,True,True,real,8º ano
8°A,27,JUNHO,20,7,13,35.0,True,True,real,8º ano
8°A,27,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,27,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,28,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,28,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°A,28,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,28,AGOSTO,14,14,0,100.0,True,False,real,8º ano
8°A,29,JULHO,1,1,0,100.0,True,False,real,8º ano
8°A,29,AGOSTO,5,3,2,60.0,True,True,real,8º ano
8°B,2,MAIO,20,18,2,90.0,True,False,real,8º ano
8°B,2,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°B,2,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,2,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,3,MAIO,20,18,2,90.0,True,False,real,8º ano
8°B,3,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°B,3,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,3,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,4,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,4,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°B,4,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,4,AGOSTO,13,12,1,92.3,True,False,real,8º ano
8°B,5,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,5,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°B,5,JULHO,7,4,3,57.1,True,True,real,8º ano
8°B,5,AGOSTO,13,9,4,69.2,True,True,real,8º ano
8°B,6,MAIO,20,15,5,75.0,True,False,real,8º ano
8°B,6,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°B,6,JULHO,7,3,4,42.9,True,True,real,8º ano
8°B,6,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,7,MAIO,20,19,1,95.0,True,False,real,8º ano
8°B,7,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°B,7,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,7,AGOSTO,13,12,1,92.3,True,False,real,8º ano
8°B,8,MAIO,20,18,2,90.0,True,False,real,8º ano
8°B,8,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°B,8,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,8,AGOSTO,13,12,1,92.3,True,False,real,8º ano
8°B,9,MAIO,20,20,0,100.0,True,False,real,8º ano
8°B,9,JUNHO,20,20,0,100.0,True,False,real,8º ano
8°B,9,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,9,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,10,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,10,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°B,10,JULHO,7,6,1,85.7,True,False,real,8º ano
8°B,10,AGOSTO,13,9,4,69.2,True,True,real,8º ano
8°B,11,MAIO,20,19,1,95.0,True,False,real,8º ano
8°B,11,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°B,11,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,11,AGOSTO,13,12,1,92.3,True,False,real,8º ano
8°B,12,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,12,JUNHO,19,14,5,73.7,True,True,real,8º ano
8°B,12,JULHO,4,1,3,25.0,True,True,real,8º ano
8°B,14,MAIO,20,13,7,65.0,True,True,real,8º ano
8°B,14,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°B,14,JULHO,7,4,3,57.1,True,True,real,8º ano
8°B,14,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,15,MAIO,20,17,3,85.0,True,False,real,8º ano
8°B,15,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°B,15,JULHO,7,6,1,85.7,True,False,real,8º ano
8°B,15,AGOSTO,13,8,5,61.5,True,True,real,8º ano
8°B,16,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,16,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°B,16,JULHO,7,4,3,57.1,True,True,real,8º ano
8°B,16,AGOSTO,13,9,4,69.2,True,True,real,8º ano
8°B,17,MAIO,20,14,6,70.0,True,True,real,8º ano
8°B,17,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°B,17,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,17,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,19,MAIO,20,11,9,55.0,True,True,real,8º ano
8°B,19,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°B,19,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,19,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,20,MAIO,20,19,1,95.0,True,False,real,8º ano
8°B,20,JUNHO,20,20,0,100.0,True,False,real,8º ano
8°B,20,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,20,AGOSTO,13,12,1,92.3,True,False,real,8º ano
8°B,22,MAIO,20,17,3,85.0,True,False,real,8º ano
8°B,22,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°B,22,JULHO,7,3,4,42.9,True,True,real,8º ano
8°B,22,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,23,MAIO,20,17,3,85.0,True,False,real,8º ano
8°B,23,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°B,23,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,23,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,24,MAIO,20,16,4,80.0,True,False,real,8º ano
8°B,24,JUNHO,20,9,11,45.0,True,True,real,8º ano
8°B,24,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,24,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,25,MAIO,20,17,3,85.0,True,False,real,8º ano
8°B,25,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°B,25,JULHO,7,7,0,100.0,True,False,real,8º ano
8°B,25,AGOSTO,13,13,0,100.0,True,False,real,8º ano
8°B,26,MAIO,20,17,3,85.0,True,False,real,8º ano
8°B,26,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°B,26,JULHO,7,4,3,57.1,True,True,real,8º ano
8°B,26,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,27,MAIO,20,14,6,70.0,True,True,real,8º ano
8°B,27,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°B,27,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,27,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,28,MAIO,20,12,8,60.0,True,True,real,8º ano
8°B,28,JUNHO,20,9,11,45.0,True,True,real,8º ano
8°B,28,JULHO,7,5,2,71.4,True,True,real,8º ano
8°B,28,AGOSTO,13,6,7,46.2,True,True,real,8º ano
8°B,29,JUNHO,18,13,5,72.2,True,True,real,8º ano
8°B,29,JULHO,7,3,4,42.9,True,True,real,8º ano
8°B,29,AGOSTO,13,10,3,76.9,True,False,real,8º ano
8°B,30,JULHO,4,4,0,100.0,True,False,real,8º ano
8°B,30,AGOSTO,13,11,2,84.6,True,False,real,8º ano
8°B,31,AGOSTO,3,2,1,66.7,True,True,real,8º ano
8°C,2,MAIO,20,16,4,80.0,True,False,real,8º ano
8°C,2,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°C,2,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,2,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°C,3,MAIO,20,15,5,75.0,True,False,real,8º ano
8°C,3,JUNHO,20,9,11,45.0,True,True,real,8º ano
8°C,3,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,3,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,4,MAIO,20,20,0,100.0,True,False,real,8º ano
8°C,4,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°C,4,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,4,AGOSTO,22,22,0,100.0,True,False,real,8º ano
8°C,5,MAIO,20,15,5,75.0,True,False,real,8º ano
8°C,5,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°C,5,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,5,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°C,6,MAIO,20,16,4,80.0,True,False,real,8º ano
8°C,6,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°C,6,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,6,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°C,7,MAIO,20,18,2,90.0,True,False,real,8º ano
8°C,7,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°C,7,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,7,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,8,MAIO,20,19,1,95.0,True,False,real,8º ano
8°C,8,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°C,8,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,8,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°C,9,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,9,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°C,9,JULHO,7,7,0,100.0,True,False,real,8º ano
8°C,9,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°C,10,MAIO,20,16,4,80.0,True,False,real,8º ano
8°C,10,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°C,10,JULHO,7,4,3,57.1,True,True,real,8º ano
8°C,10,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°C,11,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,11,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°C,11,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,11,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°C,12,MAIO,20,14,6,70.0,True,True,real,8º ano
8°C,12,JUNHO,20,9,11,45.0,True,True,real,8º ano
8°C,12,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,12,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°C,13,MAIO,20,16,4,80.0,True,False,real,8º ano
8°C,13,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°C,13,JULHO,7,2,5,28.6,True,True,real,8º ano
8°C,13,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°C,15,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,15,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°C,15,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,15,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°C,16,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,16,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°C,16,JULHO,7,3,4,42.9,True,True,real,8º ano
8°C,16,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°C,17,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,17,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°C,17,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,17,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°C,18,MAIO,20,19,1,95.0,True,False,real,8º ano
8°C,18,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°C,18,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,18,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,19,MAIO,20,15,5,75.0,True,False,real,8º ano
8°C,19,JUNHO,20,10,10,50.0,True,True,real,8º ano
8°C,19,JULHO,7,4,3,57.1,True,True,real,8º ano
8°C,19,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°C,20,MAIO,20,20,0,100.0,True,False,real,8º ano
8°C,20,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°C,20,JULHO,7,7,0,100.0,True,False,real,8º ano
8°C,20,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°C,21,MAIO,20,14,6,70.0,True,True,real,8º ano
8°C,21,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°C,21,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,21,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,22,MAIO,20,14,6,70.0,True,True,real,8º ano
8°C,22,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°C,22,JULHO,3,3,0,100.0,True,False,real,8º ano
8°C,23,MAIO,20,17,3,85.0,True,False,real,8º ano
8°C,23,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°C,23,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,23,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°C,24,MAIO,20,15,5,75.0,True,False,real,8º ano
8°C,24,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°C,24,JULHO,7,5,2,71.4,True,True,real,8º ano
8°C,24,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,25,MAIO,20,19,1,95.0,True,False,real,8º ano
8°C,25,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°C,25,JULHO,7,7,0,100.0,True,False,real,8º ano
8°C,25,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°C,26,MAIO,20,16,4,80.0,True,False,real,8º ano
8°C,26,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°C,26,JULHO,7,7,0,100.0,True,False,real,8º ano
8°C,26,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°C,27,MAIO,20,20,0,100.0,True,False,real,8º ano
8°C,27,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°C,27,JULHO,7,7,0,100.0,True,False,real,8º ano
8°C,27,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°C,28,MAIO,5,5,0,100.0,True,False,real,8º ano
8°C,28,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°C,28,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,28,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°C,29,JUNHO,17,8,9,47.1,True,True,real,8º ano
8°C,29,JULHO,7,6,1,85.7,True,False,real,8º ano
8°C,29,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°C,30,AGOSTO,20,11,9,55.0,True,True,real,8º ano
8°D,2,MAIO,20,15,5,75.0,True,False,real,8º ano
8°D,2,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,2,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,2,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°D,3,MAIO,20,18,2,90.0,True,False,real,8º ano
8°D,3,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°D,3,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,3,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°D,4,MAIO,20,17,3,85.0,True,False,real,8º ano
8°D,4,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,4,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,4,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°D,5,MAIO,20,18,2,90.0,True,False,real,8º ano
8°D,5,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°D,5,JULHO,7,3,4,42.9,True,True,real,8º ano
8°D,5,AGOSTO,22,14,8,63.6,True,True,real,8º ano
8°D,6,MAIO,20,17,3,85.0,True,False,real,8º ano
8°D,6,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°D,6,JULHO,7,5,2,71.4,True,True,real,8º ano
8°D,6,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°D,7,MAIO,20,14,6,70.0,True,True,real,8º ano
8°D,7,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°D,7,JULHO,7,5,2,71.4,True,True,real,8º ano
8°D,7,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°D,8,MAIO,20,10,10,50.0,True,True,real,8º ano
8°D,9,MAIO,20,10,10,50.0,True,True,real,8º ano
8°D,9,JUNHO,20,10,10,50.0,True,True,real,8º ano
8°D,9,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,9,AGOSTO,22,14,8,63.6,True,True,real,8º ano
8°D,10,MAIO,20,17,3,85.0,True,False,real,8º ano
8°D,10,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,10,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,10,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°D,11,MAIO,20,18,2,90.0,True,False,real,8º ano
8°D,11,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°D,11,JULHO,7,4,3,57.1,True,True,real,8º ano
8°D,11,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°D,12,MAIO,20,16,4,80.0,True,False,real,8º ano
8°D,12,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°D,12,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,12,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°D,13,MAIO,20,16,4,80.0,True,False,real,8º ano
8°D,13,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°D,13,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,13,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°D,14,MAIO,20,16,4,80.0,True,False,real,8º ano
8°D,14,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,14,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,14,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°D,15,MAIO,20,20,0,100.0,True,False,real,8º ano
8°D,15,JUNHO,20,20,0,100.0,True,False,real,8º ano
8°D,15,JULHO,7,4,3,57.1,True,True,real,8º ano
8°D,15,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°D,16,MAIO,20,16,4,80.0,True,False,real,8º ano
8°D,16,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,16,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,16,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°D,17,MAIO,20,17,3,85.0,True,False,real,8º ano
8°D,17,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°D,17,JULHO,7,3,4,42.9,True,True,real,8º ano
8°D,17,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°D,18,MAIO,20,15,5,75.0,True,False,real,8º ano
8°D,18,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°D,18,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,18,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°D,19,MAIO,20,14,6,70.0,True,True,real,8º ano
8°D,19,JUNHO,20,10,10,50.0,True,True,real,8º ano
8°D,19,JULHO,7,4,3,57.1,True,True,real,8º ano
8°D,19,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°D,20,MAIO,20,20,0,100.0,True,False,real,8º ano
8°D,20,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°D,20,JULHO,7,5,2,71.4,True,True,real,8º ano
8°D,20,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°D,21,MAIO,20,17,3,85.0,True,False,real,8º ano
8°D,21,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°D,21,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,21,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°D,22,MAIO,20,15,5,75.0,True,False,real,8º ano
8°D,22,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,22,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,22,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°D,23,MAIO,20,19,1,95.0,True,False,real,8º ano
8°D,23,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°D,23,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,23,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°D,24,MAIO,20,20,0,100.0,True,False,real,8º ano
8°D,24,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,24,JULHO,7,5,2,71.4,True,True,real,8º ano
8°D,24,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°D,25,MAIO,20,20,0,100.0,True,False,real,8º ano
8°D,25,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°D,25,JULHO,7,6,1,85.7,True,False,real,8º ano
8°D,25,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°D,26,MAIO,20,16,4,80.0,True,False,real,8º ano
8°D,26,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°D,26,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,26,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°D,27,MAIO,20,19,1,95.0,True,False,real,8º ano
8°D,27,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°D,27,JULHO,7,7,0,100.0,True,False,real,8º ano
8°D,27,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°D,28,JULHO,2,2,0,100.0,True,False,real,8º ano
8°D,28,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°E,2,MAIO,20,19,1,95.0,True,False,real,8º ano
8°E,2,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°E,2,JULHO,7,2,5,28.6,True,True,real,8º ano
8°E,2,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,3,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,3,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°E,3,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,3,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°E,4,MAIO,20,19,1,95.0,True,False,real,8º ano
8°E,4,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°E,4,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,4,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°E,5,MAIO,20,16,4,80.0,True,False,real,8º ano
8°E,5,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°E,5,JULHO,7,5,2,71.4,True,True,real,8º ano
8°E,5,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°E,6,MAIO,20,13,7,65.0,True,True,real,8º ano
8°E,6,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°E,6,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,6,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°E,7,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,7,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°E,7,JULHO,7,7,0,100.0,True,False,real,8º ano
8°E,7,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°E,8,MAIO,20,16,4,80.0,True,False,real,8º ano
8°E,8,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°E,8,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,8,AGOSTO,22,21,1,95.5,True,False,real,8º ano
8°E,9,MAIO,20,20,0,100.0,True,False,real,8º ano
8°E,9,JUNHO,20,20,0,100.0,True,False,real,8º ano
8°E,9,JULHO,7,7,0,100.0,True,False,real,8º ano
8°E,9,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°E,10,MAIO,20,16,4,80.0,True,False,real,8º ano
8°E,10,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°E,10,JULHO,7,5,2,71.4,True,True,real,8º ano
8°E,10,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°E,11,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,11,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°E,11,JULHO,7,7,0,100.0,True,False,real,8º ano
8°E,11,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°E,13,MAIO,20,14,6,70.0,True,True,real,8º ano
8°E,13,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°E,13,JULHO,7,2,5,28.6,True,True,real,8º ano
8°E,13,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°E,14,MAIO,20,16,4,80.0,True,False,real,8º ano
8°E,14,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°E,14,JULHO,7,2,5,28.6,True,True,real,8º ano
8°E,14,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,15,MAIO,20,14,6,70.0,True,True,real,8º ano
8°E,15,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°E,15,JULHO,7,2,5,28.6,True,True,real,8º ano
8°E,15,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°E,16,MAIO,20,19,1,95.0,True,False,real,8º ano
8°E,16,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°E,16,JULHO,7,5,2,71.4,True,True,real,8º ano
8°E,16,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,17,MAIO,20,18,2,90.0,True,False,real,8º ano
8°E,17,JUNHO,20,20,0,100.0,True,False,real,8º ano
8°E,17,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,17,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,18,MAIO,20,18,2,90.0,True,False,real,8º ano
8°E,18,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°E,18,JULHO,7,3,4,42.9,True,True,real,8º ano
8°E,18,AGOSTO,22,20,2,90.9,True,False,real,8º ano
8°E,19,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,19,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°E,19,JULHO,7,5,2,71.4,True,True,real,8º ano
8°E,19,AGOSTO,22,19,3,86.4,True,False,real,8º ano
